*Компания*;*Телефон компаний*;*Сайт компаний*;*Данные из регистра*
*Lafinex Oy *;*0504141441*;*www.elorri.net*;*{Kaupparekisteri   Rekisterissä   05.10.2004  |Verohallinnon perustiedot   Rekisterissä   29.09.2004  |}*
*Verdeaudio Oy *;*0505534794*;*-*;*{Kaupparekisteri   Rekisterissä   08.03.2011  |Verohallinnon perustiedot   Rekisterissä   09.03.2011  |Ennakkoperintärekisteri   Rekisterissä   25.01.2011  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   14.01.2011  |}*
*Code Verde Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   20.06.2018  |Verohallinnon perustiedot   Rekisterissä   20.06.2018  |Ennakkoperintärekisteri   Rekisterissä   06.06.2018  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   06.06.2018  |}*
*Verkkoveljet Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   05.12.2012  |Verohallinnon perustiedot   Rekisterissä   10.12.2012  |}*
*Vernikos Lines Oy *;*0505117737*;*-*;*{Kaupparekisteri   Rekisterissä   18.08.1993  |Verohallinnon perustiedot   Rekisterissä   20.09.1993  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*Vesatel Oy *;*0503267223*;*-*;*{Kaupparekisteri   Rekisterissä   28.11.1985  |Verohallinnon perustiedot   Rekisterissä   07.08.1986  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |Työnantajarekisteri   Rekisterissä   01.08.1986  |}*
*Vesivoimatieto Oy *;*050 3399590*;*-*;*{Kaupparekisteri   Rekisterissä   14.02.2014  |Verohallinnon perustiedot   Rekisterissä   04.03.2014  |Työnantajarekisteri   Aiheeton rivi   05.02.2018  |}*
*Asunto Oy Kemiön Veteraanikoti-Bostads Ab Kimito Veteranhemm... *;*-*;*www.op-filia.fi*;*{Kaupparekisteri   Rekisterissä   26.09.1975  |Verohallinnon perustiedot   Rekisterissä   11.11.1978  |}*
*Veterator Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   01.11.2018  |Verohallinnon perustiedot   Rekisterissä   23.01.1992  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*VH-Markkinointi Oy *;*0505912313*;*-*;*{Kaupparekisteri   Rekisterissä   02.12.1987  |Verohallinnon perustiedot   Rekisterissä   18.08.1987  |}*
*Victoria Invest Oy Ab *;*0400515250*;*www.praktia.com*;*{Kaupparekisteri   Rekisterissä   13.02.2018  |Verohallinnon perustiedot   Rekisterissä   14.02.2018  |}*
*Vieremän Pitopalvelu *;*-*;*-*;*{}*
*Viestintäkiuru Oy *;*0400 750202*;*www.viestintakiuru.fi*;*{Kaupparekisteri   Rekisterissä   20.05.1987  |Verohallinnon perustiedot   Rekisterissä   14.01.1988  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*Viheriköt Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   27.09.1989  |Verohallinnon perustiedot   Rekisterissä   16.10.1989  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |Työnantajarekisteri   Rekisterissä   01.11.1989  |}*
*Vihti-Data Oy *;*0400480273*;*www.vihti-data.fi*;*{Kaupparekisteri   Rekisterissä   07.05.2013  |Verohallinnon perustiedot   Rekisterissä   13.05.2013  |Ennakkoperintärekisteri   Rekisterissä   19.11.2018  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   19.05.2018  |}*
*Viitasaaren tietotekniikka Oy *;*0505913586*;*-*;*{Kaupparekisteri   Rekisterissä   09.06.1998  |Verohallinnon perustiedot   Rekisterissä   10.06.1998  |}*
*Vikke Hakkarainen Oy *;*0400342265*;*-*;*{Kaupparekisteri   Rekisterissä   05.05.1944  |Verohallinnon perustiedot   Rekisterissä   15.03.1978  |}*
*Vallmogård Oy *;*050 4677951*;*www.vallmogard.fi*;*{Kaupparekisteri   Rekisterissä   29.09.1983  |Verohallinnon perustiedot   Rekisterissä   19.12.1983  |}*
*Villi Viikinki Oy *;*0400 577595*;*-*;*{Kaupparekisteri   Rekisterissä   28.09.1994  |Verohallinnon perustiedot   Rekisterissä   20.10.1994  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.09.1994  |}*
*Vip Catering Oy *;*040-5460277*;*-*;*{Kaupparekisteri   Rekisterissä   04.06.2010  |Verohallinnon perustiedot   Rekisterissä   20.05.2010  |}*
*Viplan Oy *;*0456776018*;*-*;*{Kaupparekisteri   Rekisterissä   24.08.2017  |Verohallinnon perustiedot   Rekisterissä   24.08.2017  |Ennakkoperintärekisteri   Rekisterissä   14.08.2017  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   14.08.2017  |}*
*Virtain Sähkötyö Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   04.12.1991  |Verohallinnon perustiedot   Rekisterissä   25.10.1991  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |Työnantajarekisteri   Rekisterissä   01.01.1996  |}*
*Virtual Electronics XTC Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   23.07.1997  |Verohallinnon perustiedot   Rekisterissä   25.10.1996  |Ennakkoperintärekisteri   Rekisterissä   21.06.2018  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   15.06.2018  |}*
*VisioPlan Sähkö Oy *;*040 125 88 78*;*-*;*{Kaupparekisteri   Rekisterissä   08.09.2017  |Verohallinnon perustiedot   Rekisterissä   11.09.2017  |Ennakkoperintärekisteri   Rekisterissä   11.09.2017  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   11.09.2017  |Työnantajarekisteri   Rekisterissä   11.09.2017  |}*
*Kiinteistö Oy Vitikon Veitikka *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   20.03.1991  |Verohallinnon perustiedot   Rekisterissä   08.07.1991  |}*
*Vitku Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   12.09.1997  |Verohallinnon perustiedot   Rekisterissä   13.03.1998  |}*
*Citydivari.fi Oy *;*050 4083614*;*-*;*{Kaupparekisteri   Rekisterissä   07.04.2011  |Verohallinnon perustiedot   Rekisterissä   08.04.2011  |Ennakkoperintärekisteri   Rekisterissä   01.04.2011  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.04.2011  |}*
*G-voima Team ry *;*-*;*-*;*{Yhdistysrekisteri   Rekisterissä   29.10.2001  |Verohallinnon perustiedot   Rekisterissä   15.10.2001  |}*
*Voimavoltti Oy *;*0405513201*;*voimavoltti.fi*;*{Kaupparekisteri   Rekisterissä   29.11.2013  |Verohallinnon perustiedot   Rekisterissä   29.11.2013  |Ennakkoperintärekisteri   Rekisterissä   25.11.2013  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.01.2014  |}*
*Vokant Group Oy *;*0504062199*;*-*;*{Kaupparekisteri   Rekisterissä   22.05.1998  |Verohallinnon perustiedot   Rekisterissä   17.06.1998  |Ennakkoperintärekisteri   Rekisterissä   13.04.2018  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   19.03.1998  |Työnantajarekisteri   Rekisterissä   10.10.2018  |}*
*Voltes Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   04.05.2018  |Verohallinnon perustiedot   Rekisterissä   04.05.2018  |Ennakkoperintärekisteri   Rekisterissä   23.04.2018  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   23.04.2018  |}*
*Voxatech Media Oy *;*0407226448*;*-*;*{Kaupparekisteri   Rekisterissä   20.03.2015  |Verohallinnon perustiedot   Rekisterissä   24.03.2015  |Ennakkoperintärekisteri   Rekisterissä   09.03.2015  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   13.11.2015  |Työnantajarekisteri   Rekisterissä   20.11.2015  |}*
*VRkauppa Oy *;*+358505444021*;*www.vrkauppa.com*;*{Kaupparekisteri   Rekisterissä   22.06.2015  |Verohallinnon perustiedot   Rekisterissä   22.06.2015  |}*
*VS Valotekniikka Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   10.10.1990  |Verohallinnon perustiedot   Rekisterissä   03.10.1990  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*vt-tek Oy *;*0505349518*;*www.vt-tek.fi*;*{Kaupparekisteri   Rekisterissä   15.02.2016  |Verohallinnon perustiedot   Rekisterissä   17.02.2016  |Ennakkoperintärekisteri   Rekisterissä   01.04.2016  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.04.2016  |}*
*Tmi Déjà-vu konservointi & restaurointi *;*0505963637*;*-*;*{Kaupparekisteri   Rekisterissä   01.10.2001  |Verohallinnon perustiedot   Rekisterissä   13.08.2001  |}*
*Vulko Oy *;*-*;*www.vulco.fi*;*{Kaupparekisteri   Rekisterissä   16.12.2016  |Verohallinnon perustiedot   Rekisterissä   27.12.2016  |Ennakkoperintärekisteri   Rekisterissä   01.01.2017  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.01.2017  |Työnantajarekisteri   Rekisterissä   01.02.2017  |}*
*VuoCar Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   04.02.2019  |Verohallinnon perustiedot   Rekisterissä   04.02.2019  |Ennakkoperintärekisteri   Rekisterissä   26.03.2019  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   26.03.2019  |Työnantajarekisteri   Rekisterissä   01.04.2019  |}*
*Vuokravalo Oy *;*0505841499*;*-*;*{Kaupparekisteri   Rekisterissä   09.07.2012  |Verohallinnon perustiedot   Rekisterissä   18.07.2012  |}*
*Vuoksen Systema Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   29.04.1982  |Verohallinnon perustiedot   Rekisterissä   15.12.1981  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |Työnantajarekisteri   Rekisterissä   01.03.1982  |}*
*Metsäyhtymä Vuorela Mauno, Vuorela Liisa, Vuorela Veli-Matti... *;*-*;*-*;*{Verohallinnon perustiedot   Rekisterissä   09.04.2015  |Arvonlisäverovelvollisuus   Alkutuottajana arvonlisäverovelvollinen   14.01.2016  |}*
*Finland-Outlet *;*-*;*-*;*{Verohallinnon perustiedot   Rekisterissä   23.01.2003  |}*
*Eloisa Valo *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   23.04.2003  |Verohallinnon perustiedot   Rekisterissä   11.04.2003  |}*
*WALSACO Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   17.03.2008  |Verohallinnon perustiedot   Rekisterissä   09.04.2008  |Ennakkoperintärekisteri   Rekisterissä   17.03.2008  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.04.2008  |Työnantajarekisteri   Rekisterissä   01.04.2008  |}*
*Asunto Oy Vanajan Voimapuisto *;*0400939250*;*www.janakkalanisannointi.fi*;*{Kaupparekisteri   Rekisterissä   09.05.1990  |Verohallinnon perustiedot   Rekisterissä   13.06.1990  |}*
*Wandante Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   07.11.2013  |Verohallinnon perustiedot   Rekisterissä   07.11.2013  |Ennakkoperintärekisteri   Rekisterissä   09.10.2013  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   09.10.2013  |}*
* *;*-*;*-*;*{Verohallinnon perustiedot   Rekisterissä   29.10.2010  |}*
*Café Vanille *;*0405561169*;*www.cafevanille.fi, www.cafejaakellari.fi*;*{Kaupparekisteri   Rekisterissä   16.11.2004  |Verohallinnon perustiedot   Rekisterissä   25.10.2004  |Ennakkoperintärekisteri   Rekisterissä   25.10.2004  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.01.2004  |Työnantajarekisteri   Rekisterissä   01.01.2014  |}*
*Wanted Interior Oy *;*+358 0 45127 2128*;*www.wantedinterior.fi*;*{Kaupparekisteri   Rekisterissä   06.11.2017  |Verohallinnon perustiedot   Rekisterissä   06.11.2017  |Ennakkoperintärekisteri   Rekisterissä   25.10.2017  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   25.10.2017  |Työnantajarekisteri   Rekisterissä   25.10.2017  |}*
*Ab Wasa Light Oy *;*0500 667760*;*-*;*{Kaupparekisteri   Rekisterissä   16.12.2011  |Verohallinnon perustiedot   Rekisterissä   21.12.2011  |}*
*Oy Wasaware Ab *;*045 6708958*;*http://www.wasaware.fi*;*{Kaupparekisteri   Rekisterissä   26.07.1989  |Verohallinnon perustiedot   Rekisterissä   24.01.1990  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |Työnantajarekisteri   Rekisterissä   01.01.1997  |}*
*Wattcontrol Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   12.08.1992  |Verohallinnon perustiedot   Rekisterissä   17.07.1992  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |}*
*WATTLESS OY *;*0400580559*;*-*;*{Kaupparekisteri   Rekisterissä   15.02.2010  |Verohallinnon perustiedot   Rekisterissä   16.02.2010  |Ennakkoperintärekisteri   Rekisterissä   01.02.2010  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.02.2010  |Työnantajarekisteri   Rekisterissä   01.02.2010  |}*
*WCM Controls Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   12.05.2000  |Verohallinnon perustiedot   Rekisterissä   15.05.2000  |}*
*WE Sähkö Oy *;*0445542061*;*www.wesahko.fi*;*{Kaupparekisteri   Rekisterissä   14.06.2011  |Verohallinnon perustiedot   Rekisterissä   22.06.2011  |Ennakkoperintärekisteri   Rekisterissä   14.06.2011  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   14.06.2011  |Työnantajarekisteri   Rekisterissä   14.06.2011  |}*
*Webcom Consulting Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   24.02.1998  |Verohallinnon perustiedot   Rekisterissä   07.09.2000  |Ennakkoperintärekisteri   Rekisterissä   20.02.2003  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   25.01.2003  |}*
*WeBrandSpaces Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   21.02.2018  |Verohallinnon perustiedot   Rekisterissä   21.02.2018  |Ennakkoperintärekisteri   Rekisterissä   22.01.2018  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.01.2018  |Työnantajarekisteri   Rekisterissä   01.01.2018  |}*
*Wedex Finland Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   09.02.2017  |Verohallinnon perustiedot   Rekisterissä   10.03.2017  |Ennakkoperintärekisteri   Rekisterissä   03.02.2017  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.02.2017  |}*
*WeDoIT Oy *;*0400 211 764*;*www.wedoit.fi*;*{Kaupparekisteri   Rekisterissä   27.12.1991  |Verohallinnon perustiedot   Rekisterissä   07.02.1992  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.06.1994  |Työnantajarekisteri   Rekisterissä   01.08.1992  |}*
*WellDone Solutions Oy *;*0500412433*;*www.wdsol.fi*;*{Kaupparekisteri   Rekisterissä   17.07.1991  |Verohallinnon perustiedot   Rekisterissä   01.02.1991  |Ennakkoperintärekisteri   Rekisterissä   11.10.2000  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.09.2000  |Työnantajarekisteri   Rekisterissä   01.09.2000  |}*
*West IT Oy *;*+358405558461*;*www.westit.fi*;*{Kaupparekisteri   Rekisterissä   17.11.2015  |Verohallinnon perustiedot   Rekisterissä   17.11.2015  |Ennakkoperintärekisteri   Rekisterissä   10.11.2015  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   10.11.2015  |}*
*Oy West Top Trading Ab *;*050-69015*;*-*;*{Kaupparekisteri   Rekisterissä   30.10.2007  |Verohallinnon perustiedot   Rekisterissä   31.10.2007  |Ennakkoperintärekisteri   Rekisterissä   01.11.2007  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.11.2007  |Työnantajarekisteri   Rekisterissä   01.11.2007  |}*
*Westendinterior Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   05.02.2018  |Verohallinnon perustiedot   Rekisterissä   12.02.2018  |Ennakkoperintärekisteri   Rekisterissä   24.01.2018  |}*
*John Westhill Music Producion *;*0405125802*;*-*;*{Kaupparekisteri   Rekisterissä   09.07.2014  |Verohallinnon perustiedot   Rekisterissä   27.09.2007  |}*
* *;*-*;*-*;*{Verohallinnon perustiedot   Rekisterissä   31.12.2018  |}*
*WeSwitch Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   13.12.2018  |Verohallinnon perustiedot   Rekisterissä   13.12.2018  |Ennakkoperintärekisteri   Rekisterissä   14.11.2018  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.11.2018  |}*
*Wexicon Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   18.11.1987  |Verohallinnon perustiedot   Rekisterissä   22.01.1988  |Ennakkoperintärekisteri   Rekisterissä   15.06.1995  |}*
*WFN Water for Need Oy Ltd *;*0406700874*;*-*;*{Kaupparekisteri   Rekisterissä   13.11.2009  |Verohallinnon perustiedot   Rekisterissä   09.11.2009  |Ennakkoperintärekisteri   Rekisterissä   30.05.2013  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.04.2013  |}*
*WhiteNight Lighting Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   10.04.2013  |Verohallinnon perustiedot   Rekisterissä   12.04.2013  |Ennakkoperintärekisteri   Rekisterissä   06.05.2013  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.05.2013  |Työnantajarekisteri   Rekisterissä   01.05.2013  |}*
*Widebit Oy *;*-*;**;*{Kaupparekisteri   Rekisterissä   26.08.2003  |Verohallinnon perustiedot   Rekisterissä   30.06.2003  |Ennakkoperintärekisteri   Rekisterissä   01.07.2003  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.07.2003  |}*
*KWilla Oy *;*0405190205*;*www.willakrystle.fi*;*{Kaupparekisteri   Rekisterissä   20.07.2017  |Verohallinnon perustiedot   Rekisterissä   20.07.2017  |Ennakkoperintärekisteri   Rekisterissä   06.07.2017  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.09.2019  |}*
*Windecs Oy *;*0443550181*;*-*;*{Kaupparekisteri   Rekisterissä   06.04.2011  |Verohallinnon perustiedot   Rekisterissä   08.04.2011  |Ennakkoperintärekisteri   Rekisterissä   18.03.2011  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   17.03.2011  |}*
*Windmill Data Company Oy Ab *;*040 9002525*;*-*;*{Kaupparekisteri   Rekisterissä   01.03.1996  |Verohallinnon perustiedot   Rekisterissä   20.10.1995  |Ennakkoperintärekisteri   Rekisterissä   01.04.2018  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.04.2018  |}*
*Windstrip Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   03.07.2009  |Verohallinnon perustiedot   Rekisterissä   02.07.2009  |}*
*windX Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   31.01.2014  |Verohallinnon perustiedot   Rekisterissä   31.01.2014  |Ennakkoperintärekisteri   Rekisterissä   21.05.2014  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   21.01.2014  |}*
*Winwap Games Oy *;*0400700054*;*-*;*{Kaupparekisteri   Rekisterissä   21.02.2007  |Verohallinnon perustiedot   Rekisterissä   20.02.2007  |Ennakkoperintärekisteri   Rekisterissä   01.01.2016  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   01.10.2015  |}*
*Wisetec Finer Oy *;*040 731 2728*;*www.wisetec.fi*;*{Kaupparekisteri   Rekisterissä   04.10.2017  |Verohallinnon perustiedot   Rekisterissä   04.10.2017  |Ennakkoperintärekisteri   Rekisterissä   02.09.2017  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   02.09.2017  |}*
*Wodatech Solutions Oy *;*045 8722020*;*www.we3d.fi*;*{Kaupparekisteri   Rekisterissä   25.04.2013  |Verohallinnon perustiedot   Rekisterissä   25.04.2013  |}*
*Wowdesign Oy *;*0408652468*;*wowdesign.fi*;*{Kaupparekisteri   Rekisterissä   04.11.2019  |Verohallinnon perustiedot   Rekisterissä   05.11.2019  |Ennakkoperintärekisteri   Rekisterissä   30.10.2019  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   29.10.2019  |}*
*X-AGENCY *;*-*;*-*;*{Verohallinnon perustiedot   Rekisterissä   27.03.2006  |}*
*X-light Oy *;*045 1396130*;*-*;*{Kaupparekisteri   Rekisterissä   05.12.2011  |Verohallinnon perustiedot   Rekisterissä   07.12.2011  |}*
*Xioxmara Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   31.07.2019  |Verohallinnon perustiedot   Rekisterissä   31.07.2019  |Ennakkoperintärekisteri   Rekisterissä   02.07.2019  |Arvonlisäverovelvollisuus   Liiketoiminnasta arvonlisäverovelvollinen   02.07.2019  |Työnantajarekisteri   Rekisterissä   31.12.2019  |}*
*DigiFox Oy *;*0445252880*;*www.ystt.fi*;*{Kaupparekisteri   Rekisterissä   16.11.2009  |Verohallinnon perustiedot   Rekisterissä   30.10.2009  |}*
*Esperanto-Klubo de Iisalmi - Iisalmen Esperanto Klubi r.y. *;*-*;*-*;*{Yhdistysrekisteri   Rekisterissä   11.06.1975  |}*
*Pohjanmaan Yhteisöviestintä Oy *;*-*;*-*;*{Kaupparekisteri   Rekisterissä   13.02.1991  |Verohallinnon perustiedot   Rekisterissä   16.05.1991  |Ennakkoperintärekisteri   Rekisterissä   01.03.1995  |}*
